NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION		338	-0.26626363	-1.0348638	0.32222223	0.93510693	1.0	4779	tags=28%, list=24%, signal=37%	
GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT	GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT		66	-0.3288986	-1.0348117	0.37457627	0.934544	1.0	1483	tags=18%, list=8%, signal=20%	
GO_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	GO_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY		24	-0.39757046	-1.03465	0.4060823	0.9344379	1.0	2641	tags=25%, list=13%, signal=29%	
GO_REGULATION_OF_FATTY_ACID_OXIDATION	GO_REGULATION_OF_FATTY_ACID_OXIDATION		28	-0.39374352	-1.0345061	0.40219378	0.93424106	1.0	5239	tags=50%, list=27%, signal=68%	
GO_REGULATION_OF_METAL_ION_TRANSPORT	GO_REGULATION_OF_METAL_ION_TRANSPORT		306	-0.26952767	-1.0341464	0.34126985	0.9349883	1.0	3581	tags=23%, list=18%, signal=28%	
GO_RECEPTOR_SIGNALING_COMPLEX_ADAPTOR_ACTIVITY	GO_RECEPTOR_SIGNALING_COMPLEX_ADAPTOR_ACTIVITY		34	-0.37138683	-1.034097	0.4096601	0.934408	1.0	1670	tags=21%, list=9%, signal=22%	
GO_FATTY_ACID_LIGASE_ACTIVITY	GO_FATTY_ACID_LIGASE_ACTIVITY		15	-0.4472771	-1.0334883	0.40560746	0.9360861	1.0	3328	tags=53%, list=17%, signal=64%	
GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION		51	-0.34784928	-1.0332681	0.4344569	0.936247	1.0	5480	tags=43%, list=28%, signal=60%	
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	GO_POSITIVE_REGULATION_OF_ION_TRANSPORT		221	-0.27933443	-1.0331875	0.36271188	0.9357841	1.0	3931	tags=24%, list=20%, signal=30%	
GO_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	GO_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS		24	-0.39982775	-1.0328422	0.39114392	0.9364935	1.0	5959	tags=54%, list=30%, signal=78%	
GO_PROTEIN_LOCALIZATION_TO_SYNAPSE	GO_PROTEIN_LOCALIZATION_TO_SYNAPSE		69	-0.32202417	-1.0320456	0.36014625	0.9391211	1.0	3795	tags=23%, list=19%, signal=29%	
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL		85	-0.32080427	-1.0319504	0.4034188	0.9387566	1.0	3935	tags=21%, list=20%, signal=26%	
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE		17	-0.4302017	-1.0305148	0.42114696	0.9440138	1.0	4599	tags=35%, list=23%, signal=46%	
GO_BARBED_END_ACTIN_FILAMENT_CAPPING	GO_BARBED_END_ACTIN_FILAMENT_CAPPING		18	-0.42783666	-1.0302763	0.43214285	0.9442401	1.0	1358	tags=22%, list=7%, signal=24%	
GO_CARBOHYDRATE_CATABOLIC_PROCESS	GO_CARBOHYDRATE_CATABOLIC_PROCESS		177	-0.28284633	-1.0301735	0.36747968	0.9438517	1.0	2516	tags=16%, list=13%, signal=18%	
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT		106	-0.30701092	-1.0300916	0.3902027	0.9433957	1.0	4703	tags=30%, list=24%, signal=39%	
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		46	-0.353998	-1.0300301	0.39469028	0.94287246	1.0	1599	tags=17%, list=8%, signal=19%	
GO_CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN	GO_CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN		20	-0.42251158	-1.0297047	0.4280303	0.9434647	1.0	3862	tags=40%, list=20%, signal=50%	
GO_REGULATION_OF_HISTONE_H3_K9_METHYLATION	GO_REGULATION_OF_HISTONE_H3_K9_METHYLATION		23	-0.40404502	-1.0295238	0.40108892	0.9434412	1.0	43	tags=9%, list=0%, signal=9%	
GO_RESPONSE_TO_AMMONIUM_ION	GO_RESPONSE_TO_AMMONIUM_ION		126	-0.29499176	-1.0290298	0.39865997	0.9447134	1.0	5649	tags=33%, list=29%, signal=46%	
GO_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	GO_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING		31	-0.3780082	-1.0289822	0.39114392	0.94412524	1.0	6216	tags=52%, list=32%, signal=75%	
GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT		17	-0.43252707	-1.0284652	0.4389313	0.94551224	1.0	3282	tags=35%, list=17%, signal=42%	
GO_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	GO_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY		23	-0.40110403	-1.027549	0.41423357	0.94860005	1.0	817	tags=13%, list=4%, signal=14%	
GO_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	GO_CARBOHYDRATE_BIOSYNTHETIC_PROCESS		181	-0.28098848	-1.0272118	0.36056837	0.9492638	1.0	4078	tags=28%, list=21%, signal=35%	
GO_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GO_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE		28	-0.3841641	-1.0271678	0.40681005	0.948663	1.0	2938	tags=21%, list=15%, signal=25%	
GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT		66	-0.3244694	-1.0270131	0.39539006	0.94852144	1.0	1936	tags=20%, list=10%, signal=22%	
GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN		191	-0.28104684	-1.0266708	0.38333333	0.9491389	1.0	4290	tags=28%, list=22%, signal=36%	
GO_NEGATIVE_REGULATION_OF_COAGULATION	GO_NEGATIVE_REGULATION_OF_COAGULATION		49	-0.34649813	-1.026599	0.3811189	0.94867617	1.0	5335	tags=31%, list=27%, signal=42%	
GO_POSITIVE_REGULATION_OF_CELL_GROWTH	GO_POSITIVE_REGULATION_OF_CELL_GROWTH		140	-0.2886569	-1.0264907	0.38927335	0.9483284	1.0	4961	tags=32%, list=25%, signal=43%	
GO_NEGATIVE_REGULATION_OF_LIPID_STORAGE	GO_NEGATIVE_REGULATION_OF_LIPID_STORAGE		17	-0.4471929	-1.0263603	0.41312742	0.9481208	1.0	4393	tags=35%, list=22%, signal=45%	
GO_ENDODERM_DEVELOPMENT	GO_ENDODERM_DEVELOPMENT		65	-0.3258423	-1.0259293	0.39177102	0.9491495	1.0	2593	tags=20%, list=13%, signal=23%	
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		31	-0.37555423	-1.0258765	0.39831933	0.94860685	1.0	2146	tags=23%, list=11%, signal=25%	
GO_LIVER_REGENERATION	GO_LIVER_REGENERATION		28	-0.3846622	-1.0257334	0.41947564	0.94838583	1.0	3635	tags=29%, list=19%, signal=35%	
GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY		138	-0.2890907	-1.0251963	0.3986014	0.94981277	1.0	3877	tags=26%, list=20%, signal=32%	
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY		37	-0.36148587	-1.0250971	0.42114696	0.94946384	1.0	4729	tags=30%, list=24%, signal=39%	
GO_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GO_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION		30	-0.3728435	-1.0250145	0.4	0.94902587	1.0	1129	tags=17%, list=6%, signal=18%	
GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE		19	-0.4170117	-1.0249685	0.40595904	0.9484288	1.0	1251	tags=16%, list=6%, signal=17%	
GO_NEGATIVE_REGULATION_OF_LOCOMOTION	GO_NEGATIVE_REGULATION_OF_LOCOMOTION		282	-0.2689781	-1.0249012	0.37254903	0.94792604	1.0	3047	tags=24%, list=16%, signal=28%	
GO_HEART_GROWTH	GO_HEART_GROWTH		72	-0.3217424	-1.0247037	0.375	0.94796926	1.0	2111	tags=22%, list=11%, signal=25%	
GO_NEURON_SPINE	GO_NEURON_SPINE		139	-0.2917023	-1.0245637	0.3979764	0.9477927	1.0	2000	tags=16%, list=10%, signal=17%	
GO_APICAL_JUNCTION_ASSEMBLY	GO_APICAL_JUNCTION_ASSEMBLY		62	-0.33765465	-1.0242643	0.3846154	0.94830805	1.0	4371	tags=29%, list=22%, signal=37%	
GO_FORELIMB_MORPHOGENESIS	GO_FORELIMB_MORPHOGENESIS		31	-0.37365317	-1.024241	0.41459075	0.94763494	1.0	824	tags=16%, list=4%, signal=17%	
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT		50	-0.3429462	-1.0233479	0.4065744	0.95063907	1.0	4119	tags=30%, list=21%, signal=38%	
GO_LOCOMOTORY_BEHAVIOR	GO_LOCOMOTORY_BEHAVIOR		143	-0.28710863	-1.023097	0.4	0.95089936	1.0	4209	tags=24%, list=21%, signal=30%	
GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY		21	-0.40987772	-1.0230342	0.42984015	0.9504035	1.0	2088	tags=24%, list=11%, signal=27%	
GO_REGULATION_OF_MESONEPHROS_DEVELOPMENT	GO_REGULATION_OF_MESONEPHROS_DEVELOPMENT		21	-0.40870962	-1.0229272	0.43866172	0.95010006	1.0	4537	tags=19%, list=23%, signal=25%	
GO_RESPONSE_TO_AXON_INJURY	GO_RESPONSE_TO_AXON_INJURY		65	-0.3278913	-1.0228803	0.41852486	0.94955105	1.0	4156	tags=28%, list=21%, signal=35%	
GO_SMALL_MOLECULE_CATABOLIC_PROCESS	GO_SMALL_MOLECULE_CATABOLIC_PROCESS		393	-0.2604824	-1.0221184	0.3919129	0.95199627	1.0	3229	tags=19%, list=16%, signal=22%	
GO_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	GO_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY		300	-0.2672341	-1.022053	0.37142858	0.95148	1.0	4785	tags=32%, list=24%, signal=41%	
GO_MYOTUBE_DIFFERENTIATION	GO_MYOTUBE_DIFFERENTIATION		83	-0.31462088	-1.0217746	0.40439934	0.95189387	1.0	2676	tags=20%, list=14%, signal=24%	
GO_EXOCYST	GO_EXOCYST		18	-0.42365277	-1.0211312	0.43339255	0.9538092	1.0	6237	tags=50%, list=32%, signal=73%	
GO_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	GO_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS		16	-0.4399293	-1.0211173	0.40794224	0.95310473	1.0	6165	tags=56%, list=31%, signal=82%	
GO_FOREBRAIN_CELL_MIGRATION	GO_FOREBRAIN_CELL_MIGRATION		49	-0.3407466	-1.02094	0.41361257	0.9530841	1.0	3765	tags=29%, list=19%, signal=35%	
GO_INTERLEUKIN_10_PRODUCTION	GO_INTERLEUKIN_10_PRODUCTION		52	-0.3375435	-1.0206573	0.39636365	0.9535209	1.0	2752	tags=25%, list=14%, signal=29%	
GO_CHEMOATTRACTANT_ACTIVITY	GO_CHEMOATTRACTANT_ACTIVITY		28	-0.39001355	-1.0205424	0.42857143	0.9532156	1.0	2414	tags=14%, list=12%, signal=16%	
GO_CELLULAR_RESPONSE_TO_AMINO_ACID_STIMULUS	GO_CELLULAR_RESPONSE_TO_AMINO_ACID_STIMULUS		66	-0.32577875	-1.0201745	0.4229452	0.9539955	1.0	3397	tags=26%, list=17%, signal=31%	
GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	GO_EXTRINSIC_COMPONENT_OF_MEMBRANE		253	-0.2707929	-1.0201361	0.3729373	0.95338273	1.0	2341	tags=15%, list=12%, signal=17%	
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION	GO_REGULATION_OF_LYMPHOCYTE_MIGRATION		62	-0.32570204	-1.0201302	0.4031142	0.952635	1.0	3298	tags=31%, list=17%, signal=37%	
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION		74	-0.3169222	-1.0200044	0.41958043	0.95243603	1.0	2752	tags=22%, list=14%, signal=25%	
GO_POSITIVE_REGULATION_OF_LIPID_STORAGE	GO_POSITIVE_REGULATION_OF_LIPID_STORAGE		19	-0.4246442	-1.0199629	0.4165067	0.9518414	1.0	1876	tags=21%, list=10%, signal=23%	
GO_POSITIVE_REGULATION_OF_MAPK_CASCADE	GO_POSITIVE_REGULATION_OF_MAPK_CASCADE		460	-0.25739935	-1.0199132	0.3782542	0.951287	1.0	4791	tags=27%, list=24%, signal=35%	
GO_REGULATION_OF_INTRACELLULAR_TRANSPORT	GO_REGULATION_OF_INTRACELLULAR_TRANSPORT		322	-0.26257938	-1.0199102	0.3704918	0.9505344	1.0	4367	tags=27%, list=22%, signal=34%	
GO_TRNA_PROCESSING	GO_TRNA_PROCESSING		123	-0.2955644	-1.0198855	0.41968912	0.9498654	1.0	4681	tags=32%, list=24%, signal=41%	
GO_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	GO_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS		240	-0.27339247	-1.0197581	0.40833333	0.9496591	1.0	4702	tags=32%, list=24%, signal=41%	
GO_PROTEIN_DISULFIDE_ISOMERASE_ACTIVITY	GO_PROTEIN_DISULFIDE_ISOMERASE_ACTIVITY		17	-0.43008682	-1.0194945	0.4235501	0.9500545	1.0	4107	tags=35%, list=21%, signal=45%	
GO_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	GO_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT		19	-0.4232507	-1.0194227	0.43189964	0.94959825	1.0	1697	tags=21%, list=9%, signal=23%	
GO_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA	GO_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA		24	-0.3976861	-1.0194086	0.44014734	0.94889593	1.0	3821	tags=33%, list=19%, signal=41%	
GO_B_CELL_HOMEOSTASIS	GO_B_CELL_HOMEOSTASIS		27	-0.38326874	-1.0194043	0.41512915	0.9481583	1.0	307	tags=15%, list=2%, signal=15%	
GO_ACTION_POTENTIAL	GO_ACTION_POTENTIAL		97	-0.30464286	-1.0186332	0.39868203	0.9505794	1.0	3339	tags=19%, list=17%, signal=22%	
GO_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	GO_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS		89	-0.31113973	-1.0180306	0.41623488	0.9522909	1.0	1929	tags=17%, list=10%, signal=19%	
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	GO_AMEBOIDAL_TYPE_CELL_MIGRATION		356	-0.26218298	-1.0178958	0.39389068	0.95215213	1.0	4553	tags=27%, list=23%, signal=34%	
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS		172	-0.28244835	-1.0171273	0.39212328	0.95461136	1.0	3433	tags=26%, list=17%, signal=31%	
GO_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	GO_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS		31	-0.36961576	-1.0170181	0.42694497	0.9542888	1.0	5827	tags=52%, list=30%, signal=73%	
GO_NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	GO_NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS		26	-0.38752118	-1.016645	0.4335155	0.95507646	1.0	3915	tags=38%, list=20%, signal=48%	
GO_REGULATION_OF_RESPONSE_TO_WOUNDING	GO_REGULATION_OF_RESPONSE_TO_WOUNDING		156	-0.28408858	-1.0165331	0.40823328	0.954783	1.0	3970	tags=26%, list=20%, signal=33%	
GO_CELLULAR_RESPONSE_TO_DRUG	GO_CELLULAR_RESPONSE_TO_DRUG		349	-0.2634807	-1.0159192	0.4036545	0.9566235	1.0	4422	tags=28%, list=23%, signal=35%	
GO_CARDIAC_SEPTUM_DEVELOPMENT	GO_CARDIAC_SEPTUM_DEVELOPMENT		96	-0.30348882	-1.015753	0.4326241	0.95653796	1.0	3984	tags=22%, list=20%, signal=27%	
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION		243	-0.2711551	-1.0157149	0.42975205	0.9559426	1.0	3538	tags=25%, list=18%, signal=30%	
GO_LRR_DOMAIN_BINDING	GO_LRR_DOMAIN_BINDING		16	-0.41996494	-1.0154891	0.43258426	0.95610446	1.0	1821	tags=25%, list=9%, signal=28%	
GO_REGULATION_OF_ACTIN_NUCLEATION	GO_REGULATION_OF_ACTIN_NUCLEATION		23	-0.40564653	-1.0153854	0.43965518	0.95581883	1.0	1453	tags=22%, list=7%, signal=23%	
GO_TERMINAL_BOUTON	GO_TERMINAL_BOUTON		38	-0.35565096	-1.0148908	0.39473686	0.95702416	1.0	3275	tags=21%, list=17%, signal=25%	
GO_REGULATION_OF_MYOBLAST_FUSION	GO_REGULATION_OF_MYOBLAST_FUSION		19	-0.41201872	-1.0144665	0.4390244	0.95805514	1.0	546	tags=21%, list=3%, signal=22%	
GO_PHARYNGEAL_SYSTEM_DEVELOPMENT	GO_PHARYNGEAL_SYSTEM_DEVELOPMENT		19	-0.42026982	-1.0143709	0.41530055	0.95769656	1.0	841	tags=16%, list=4%, signal=16%	
GO_RHO_GTPASE_BINDING	GO_RHO_GTPASE_BINDING		170	-0.28062695	-1.0141491	0.419244	0.957894	1.0	4435	tags=31%, list=23%, signal=39%	
GO_NEGATIVE_REGULATION_OF_BINDING	GO_NEGATIVE_REGULATION_OF_BINDING		150	-0.28369308	-1.0139748	0.41275167	0.95782804	1.0	4555	tags=29%, list=23%, signal=38%	
GO_RESPONSE_TO_ANESTHETIC	GO_RESPONSE_TO_ANESTHETIC		57	-0.32980087	-1.0137502	0.42957747	0.95802635	1.0	3490	tags=25%, list=18%, signal=30%	
GO_ACIDIC_AMINO_ACID_TRANSPORT	GO_ACIDIC_AMINO_ACID_TRANSPORT		49	-0.33871695	-1.0135646	0.42047533	0.9580232	1.0	3896	tags=24%, list=20%, signal=30%	
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION		306	-0.26468515	-1.013558	0.41335455	0.95730036	1.0	4371	tags=28%, list=22%, signal=36%	
GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS		160	-0.2832855	-1.01326	0.42019543	0.9578052	1.0	4583	tags=30%, list=23%, signal=39%	
GO_PHOTORECEPTOR_INNER_SEGMENT	GO_PHOTORECEPTOR_INNER_SEGMENT		30	-0.3677509	-1.0131619	0.432282	0.9574469	1.0	4933	tags=30%, list=25%, signal=40%	
GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION		20	-0.41223502	-1.0128067	0.42328042	0.95811445	1.0	60	tags=10%, list=0%, signal=10%	
GO_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR	GO_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR		19	-0.4103325	-1.0127554	0.4417745	0.957565	1.0	2146	tags=21%, list=11%, signal=24%	
GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	GO_SMAD_PROTEIN_SIGNAL_TRANSDUCTION		57	-0.32466528	-1.0124403	0.4257603	0.9581752	1.0	1460	tags=12%, list=7%, signal=13%	
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE		16	-0.4312143	-1.0122381	0.4619666	0.95823455	1.0	1770	tags=25%, list=9%, signal=27%	
GO_MITOCHONDRIAL_RNA_PROCESSING	GO_MITOCHONDRIAL_RNA_PROCESSING		16	-0.43159086	-1.0120754	0.43485916	0.95817685	1.0	5070	tags=44%, list=26%, signal=59%	
GO_NEGATIVE_REGULATION_OF_TRANSPORT	GO_NEGATIVE_REGULATION_OF_TRANSPORT		398	-0.25587505	-1.0120106	0.38977635	0.9577031	1.0	3581	tags=25%, list=18%, signal=30%	
GO_RNA_POLYMERASE_II_REPRESSING_TRANSCRIPTION_FACTOR_BINDING	GO_RNA_POLYMERASE_II_REPRESSING_TRANSCRIPTION_FACTOR_BINDING		35	-0.3596981	-1.0118183	0.42047533	0.9577097	1.0	6714	tags=57%, list=34%, signal=87%	
GO_MICROTUBULE_NUCLEATION	GO_MICROTUBULE_NUCLEATION		26	-0.38433456	-1.0116075	0.41651705	0.9578618	1.0	5530	tags=35%, list=28%, signal=48%	
GO_BEHAVIOR	GO_BEHAVIOR		451	-0.25589806	-1.0111866	0.40860215	0.95876515	1.0	4209	tags=22%, list=21%, signal=28%	
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE		30	-0.37090525	-1.0111499	0.43771628	0.95816344	1.0	1806	tags=30%, list=9%, signal=33%	
GO_METALLOPEPTIDASE_ACTIVITY	GO_METALLOPEPTIDASE_ACTIVITY		142	-0.28195322	-1.0111419	0.4117647	0.95745665	1.0	3360	tags=18%, list=17%, signal=22%	
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION	GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION		18	-0.42164877	-1.0108722	0.45131087	0.9578523	1.0	1933	tags=28%, list=10%, signal=31%	
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS		17	-0.4238529	-1.0102563	0.43672013	0.95956486	1.0	422	tags=12%, list=2%, signal=12%	
GO_REGULATION_OF_TOLERANCE_INDUCTION	GO_REGULATION_OF_TOLERANCE_INDUCTION		15	-0.44114235	-1.0098717	0.4509804	0.9604428	1.0	4389	tags=47%, list=22%, signal=60%	
GO_MITOPHAGY	GO_MITOPHAGY		22	-0.40270558	-1.0096543	0.4637168	0.96061486	1.0	1415	tags=18%, list=7%, signal=20%	
GO_PHOSPHOLIPASE_BINDING	GO_PHOSPHOLIPASE_BINDING		15	-0.4310057	-1.0094792	0.4623656	0.96058965	1.0	3857	tags=27%, list=20%, signal=33%	
GO_PROTEIN_K63_LINKED_UBIQUITINATION	GO_PROTEIN_K63_LINKED_UBIQUITINATION		46	-0.34021413	-1.0093501	0.4213483	0.960366	1.0	2902	tags=30%, list=15%, signal=36%	
GO_SKELETAL_MUSCLE_ADAPTATION	GO_SKELETAL_MUSCLE_ADAPTATION		18	-0.41485184	-1.0093489	0.44606948	0.95962936	1.0	2824	tags=22%, list=14%, signal=26%	
GO_DENDRITIC_SPINE_MAINTENANCE	GO_DENDRITIC_SPINE_MAINTENANCE		18	-0.41759467	-1.009027	0.44485295	0.9601909	1.0	1092	tags=17%, list=6%, signal=18%	
GO_ION_CHANNEL_BINDING	GO_ION_CHANNEL_BINDING		102	-0.29972896	-1.0089356	0.42408377	0.95984924	1.0	4000	tags=29%, list=20%, signal=37%	
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS		73	-0.3137853	-1.008565	0.4047619	0.9606204	1.0	4698	tags=37%, list=24%, signal=48%	
GO_ERYTHROCYTE_HOMEOSTASIS	GO_ERYTHROCYTE_HOMEOSTASIS		114	-0.29279894	-1.0084481	0.43717727	0.9603674	1.0	3079	tags=22%, list=16%, signal=26%	
GO_LUNG_CELL_DIFFERENTIATION	GO_LUNG_CELL_DIFFERENTIATION		21	-0.4018551	-1.0082815	0.43533698	0.96028316	1.0	2375	tags=29%, list=12%, signal=32%	
GO_INTERLEUKIN_8_SECRETION	GO_INTERLEUKIN_8_SECRETION		26	-0.38149083	-1.0081267	0.4249548	0.96016526	1.0	1756	tags=23%, list=9%, signal=25%	
GO_AZUROPHIL_GRANULE_MEMBRANE	GO_AZUROPHIL_GRANULE_MEMBRANE		55	-0.33292526	-1.0080936	0.41025642	0.9595767	1.0	5567	tags=44%, list=28%, signal=61%	
GO_RESPONSE_TO_COPPER_ION	GO_RESPONSE_TO_COPPER_ION		35	-0.3607912	-1.0076404	0.44688645	0.96067315	1.0	5016	tags=43%, list=26%, signal=57%	
GO_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GO_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE		65	-0.32341963	-1.0076355	0.42708334	0.95995665	1.0	1665	tags=14%, list=8%, signal=15%	
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS		21	-0.40041372	-1.0070142	0.43223444	0.9617591	1.0	2051	tags=24%, list=10%, signal=27%	
GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS		18	-0.42261738	-1.0066607	0.42397138	0.962452	1.0	2541	tags=17%, list=13%, signal=19%	
