NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_NOTOCHORD_DEVELOPMENT	GO_NOTOCHORD_DEVELOPMENT		15	0.4282868	1.0113988	0.4463158	0.87586856	1.0	4434	tags=33%, list=23%, signal=43%	
GO_FATTY_ACID_DERIVATIVE_BINDING	GO_FATTY_ACID_DERIVATIVE_BINDING		24	0.38341743	1.0112462	0.4356659	0.8755916	1.0	795	tags=8%, list=4%, signal=9%	
GO_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GO_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE		55	0.32589674	1.0111254	0.43095237	0.8751746	1.0	1751	tags=22%, list=9%, signal=24%	
GO_TORC1_SIGNALING	GO_TORC1_SIGNALING		42	0.34039202	1.0110152	0.41921398	0.87473595	1.0	5262	tags=48%, list=27%, signal=65%	
GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS		18	0.40221116	1.0107578	0.42494226	0.87488353	1.0	3664	tags=39%, list=19%, signal=48%	
GO_ANATOMICAL_STRUCTURE_MATURATION	GO_ANATOMICAL_STRUCTURE_MATURATION		141	0.28267166	1.0096253	0.39761904	0.87841517	1.0	4439	tags=33%, list=23%, signal=43%	
GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS		123	0.28247055	1.0093325	0.44168735	0.8786541	1.0	2834	tags=21%, list=14%, signal=25%	
GO_CLATHRIN_BINDING	GO_CLATHRIN_BINDING		48	0.33616638	1.0084627	0.3995381	0.8811428	1.0	2005	tags=19%, list=10%, signal=21%	
GO_MONOOXYGENASE_ACTIVITY	GO_MONOOXYGENASE_ACTIVITY		64	0.31489992	1.0081404	0.4078341	0.88149595	1.0	2749	tags=19%, list=14%, signal=22%	
GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC		76	0.30225334	1.0081233	0.40375587	0.8807051	1.0	3869	tags=30%, list=20%, signal=38%	
GO_MALE_GENITALIA_DEVELOPMENT	GO_MALE_GENITALIA_DEVELOPMENT		15	0.42469347	1.0078532	0.4224138	0.8808727	1.0	2558	tags=27%, list=13%, signal=31%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS		25	0.38276702	1.0078462	0.42045453	0.88003534	1.0	2750	tags=32%, list=14%, signal=37%	
GO_MITOTIC_CYTOKINESIS	GO_MITOTIC_CYTOKINESIS		67	0.30913207	1.0073829	0.4201313	0.880977	1.0	1981	tags=13%, list=10%, signal=15%	
GO_PROTEIN_PHOSPHATASE_BINDING	GO_PROTEIN_PHOSPHATASE_BINDING		131	0.2806462	1.0071694	0.41935483	0.88097936	1.0	1915	tags=15%, list=10%, signal=17%	
GO_REGULATION_OF_CENTROSOME_CYCLE	GO_REGULATION_OF_CENTROSOME_CYCLE		54	0.32212198	1.0067916	0.41411763	0.8815679	1.0	1680	tags=15%, list=9%, signal=16%	
GO_RESPONSE_TO_LITHIUM_ION	GO_RESPONSE_TO_LITHIUM_ION		22	0.39758208	1.0067881	0.43162394	0.8807295	1.0	1150	tags=18%, list=6%, signal=19%	
GO_SH3_DOMAIN_BINDING	GO_SH3_DOMAIN_BINDING		126	0.27966508	1.0067047	0.4126582	0.88018775	1.0	2034	tags=15%, list=10%, signal=17%	
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES		147	0.2786216	1.0067009	0.43317974	0.8793513	1.0	2599	tags=22%, list=13%, signal=25%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR		18	0.40538016	1.0064529	0.44191343	0.8794121	1.0	2750	tags=33%, list=14%, signal=39%	
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		62	0.31950235	1.0051887	0.4255814	0.88336617	1.0	979	tags=13%, list=5%, signal=14%	
GO_SPECIFIC_GRANULE	GO_SPECIFIC_GRANULE		150	0.27917153	1.0050502	0.41984734	0.8830577	1.0	2263	tags=17%, list=12%, signal=19%	
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS		54	0.32440338	1.005045	0.43115124	0.882232	1.0	1280	tags=15%, list=7%, signal=16%	
GO_KINASE_ACTIVATOR_ACTIVITY	GO_KINASE_ACTIVATOR_ACTIVITY		81	0.30449235	1.004771	0.43123543	0.8824301	1.0	2630	tags=22%, list=13%, signal=26%	
GO_REGULATION_OF_CHROMOSOME_SEPARATION	GO_REGULATION_OF_CHROMOSOME_SEPARATION		60	0.31676143	1.0047704	0.46013668	0.88158584	1.0	2882	tags=27%, list=15%, signal=31%	
GO_BIOMINERALIZATION	GO_BIOMINERALIZATION		133	0.27876392	1.0047319	0.42446044	0.8809166	1.0	2700	tags=19%, list=14%, signal=22%	
GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS		164	0.2707254	1.0047314	0.40441176	0.88007665	1.0	3117	tags=21%, list=16%, signal=25%	
GO_PHOSPHOLIPASE_A2_ACTIVITY	GO_PHOSPHOLIPASE_A2_ACTIVITY		18	0.4050019	1.004065	0.44170403	0.88174117	1.0	906	tags=11%, list=5%, signal=12%	
GO_AMINE_BIOSYNTHETIC_PROCESS	GO_AMINE_BIOSYNTHETIC_PROCESS		22	0.40151483	1.0040269	0.41703057	0.88103306	1.0	702	tags=14%, list=4%, signal=14%	
GO_TERTIARY_GRANULE_LUMEN	GO_TERTIARY_GRANULE_LUMEN		51	0.32843378	1.003939	0.41402715	0.8805086	1.0	2263	tags=25%, list=12%, signal=29%	
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION		53	0.32348856	1.00389	0.43896714	0.87986225	1.0	2341	tags=23%, list=12%, signal=26%	
GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT		135	0.28252155	1.0037112	0.41309825	0.8797114	1.0	882	tags=9%, list=4%, signal=9%	
GO_NEUROTRANSMITTER_BINDING	GO_NEUROTRANSMITTER_BINDING		32	0.35804942	1.0036547	0.4436451	0.8790815	1.0	3731	tags=22%, list=19%, signal=27%	
GO_NEUTRAL_AMINO_ACID_TRANSPORT	GO_NEUTRAL_AMINO_ACID_TRANSPORT		29	0.36216483	1.003376	0.445629	0.8792737	1.0	1461	tags=17%, list=7%, signal=19%	
GO_REGULATION_OF_ISOTYPE_SWITCHING	GO_REGULATION_OF_ISOTYPE_SWITCHING		34	0.35570958	1.002856	0.44144145	0.8804311	1.0	3622	tags=35%, list=18%, signal=43%	
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_BINDING	GO_IONOTROPIC_GLUTAMATE_RECEPTOR_BINDING		22	0.38262528	1.0026139	0.43362832	0.8805834	1.0	2258	tags=23%, list=11%, signal=26%	
GO_RENAL_WATER_HOMEOSTASIS	GO_RENAL_WATER_HOMEOSTASIS		25	0.36971015	1.0025932	0.44594595	0.87982714	1.0	3992	tags=32%, list=20%, signal=40%	
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS		101	0.28932968	1.0025321	0.445977	0.8792477	1.0	2983	tags=22%, list=15%, signal=26%	
GO_RESPONSE_TO_ANGIOTENSIN	GO_RESPONSE_TO_ANGIOTENSIN		22	0.39672288	1.0024754	0.46224257	0.87862676	1.0	1476	tags=18%, list=8%, signal=20%	
GO_REGULATION_OF_CHROMOSOME_ORGANIZATION	GO_REGULATION_OF_CHROMOSOME_ORGANIZATION		317	0.2528575	1.0016073	0.43410853	0.8811251	1.0	2882	tags=20%, list=15%, signal=23%	
GO_PIGMENT_GRANULE_LOCALIZATION	GO_PIGMENT_GRANULE_LOCALIZATION		26	0.3767522	1.0015613	0.44520548	0.8804642	1.0	772	tags=15%, list=4%, signal=16%	
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION		45	0.33835328	1.0011033	0.438326	0.88137233	1.0	1052	tags=16%, list=5%, signal=16%	
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH	GO_NEGATIVE_REGULATION_OF_CELL_GROWTH		165	0.27267298	1.0010524	0.4189526	0.88071305	1.0	2232	tags=15%, list=11%, signal=16%	
GO_MATERNAL_PLACENTA_DEVELOPMENT	GO_MATERNAL_PLACENTA_DEVELOPMENT		32	0.35443297	1.0010082	0.4418052	0.88005537	1.0	2187	tags=19%, list=11%, signal=21%	
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY		34	0.3538607	1.0005691	0.43507972	0.88084245	1.0	3099	tags=29%, list=16%, signal=35%	
GO_AUTOPHAGOSOME_MEMBRANE	GO_AUTOPHAGOSOME_MEMBRANE		34	0.35204467	1.0005171	0.44034708	0.88020974	1.0	1199	tags=15%, list=6%, signal=16%	
GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY	GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY		121	0.28130528	1.000284	0.4516129	0.88024384	1.0	4126	tags=30%, list=21%, signal=37%	
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	GO_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT		33	0.3543501	1.0001476	0.44175825	0.87992096	1.0	2461	tags=27%, list=13%, signal=31%	
GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS		32	0.352657	0.9999328	0.4346847	0.8800089	1.0	3758	tags=41%, list=19%, signal=50%	
GO_NUCLEAR_TRANSCRIPTION_FACTOR_COMPLEX	GO_NUCLEAR_TRANSCRIPTION_FACTOR_COMPLEX		182	0.2696711	0.99973816	0.4310777	0.87993205	1.0	2708	tags=21%, list=14%, signal=25%	
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION		183	0.26675683	0.999721	0.42819148	0.87918526	1.0	1656	tags=14%, list=8%, signal=15%	
GO_SMAD_BINDING	GO_SMAD_BINDING		71	0.3073065	0.99964607	0.45707658	0.8786594	1.0	2631	tags=24%, list=13%, signal=28%	
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH		90	0.29480666	0.9995271	0.4292566	0.878309	1.0	2660	tags=19%, list=14%, signal=22%	
GO_LEUKOCYTE_TETHERING_OR_ROLLING	GO_LEUKOCYTE_TETHERING_OR_ROLLING		24	0.3828627	0.99941635	0.4240363	0.8779169	1.0	1542	tags=17%, list=8%, signal=18%	
GO_STEM_CELL_DIVISION	GO_STEM_CELL_DIVISION		36	0.35073182	0.99932635	0.44390243	0.87744576	1.0	2467	tags=19%, list=13%, signal=22%	
GO_REGULATION_OF_CELL_MATRIX_ADHESION	GO_REGULATION_OF_CELL_MATRIX_ADHESION		108	0.28648028	0.9990108	0.4259681	0.8778281	1.0	2920	tags=25%, list=15%, signal=29%	
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		97	0.2969964	0.9989378	0.42701524	0.87729377	1.0	2288	tags=16%, list=12%, signal=19%	
GO_O_GLYCAN_PROCESSING	GO_O_GLYCAN_PROCESSING		49	0.33021972	0.9981953	0.43429846	0.8792196	1.0	1532	tags=18%, list=8%, signal=20%	
GO_CERAMIDE_METABOLIC_PROCESS	GO_CERAMIDE_METABOLIC_PROCESS		82	0.29637778	0.99757	0.41013825	0.88083094	1.0	2443	tags=17%, list=12%, signal=19%	
GO_ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY	GO_ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY		17	0.41263053	0.9975021	0.4301802	0.88028	1.0	2203	tags=18%, list=11%, signal=20%	
GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION		57	0.31623724	0.9974917	0.4232558	0.8795042	1.0	1279	tags=14%, list=7%, signal=15%	
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		456	0.24146593	0.9971836	0.4502924	0.87983394	1.0	2447	tags=17%, list=12%, signal=19%	
GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	GO_FATTY_ACID_BIOSYNTHETIC_PROCESS		122	0.2776644	0.9967313	0.43229166	0.88071895	1.0	1962	tags=16%, list=10%, signal=17%	
GO_A_BAND	GO_A_BAND		29	0.3603329	0.9966303	0.4491726	0.88028634	1.0	4449	tags=41%, list=23%, signal=53%	
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION		61	0.31618282	0.99661076	0.42959428	0.879548	1.0	1145	tags=16%, list=6%, signal=17%	
GO_ORGANELLE_FUSION	GO_ORGANELLE_FUSION		116	0.280745	0.99616015	0.42857143	0.88047576	1.0	4588	tags=33%, list=23%, signal=42%	
GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT	GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT		149	0.2762616	0.9957923	0.45454547	0.8810968	1.0	2531	tags=18%, list=13%, signal=21%	
GO_ACTIN_NUCLEATION	GO_ACTIN_NUCLEATION		42	0.33889776	0.9957768	0.48045978	0.8803476	1.0	2189	tags=29%, list=11%, signal=32%	
GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GO_CONTRACTILE_ACTIN_FILAMENT_BUNDLE_ASSEMBLY		85	0.29754078	0.9957315	0.4504717	0.87968934	1.0	2697	tags=24%, list=14%, signal=27%	
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR		104	0.2890228	0.9957107	0.4391408	0.8789535	1.0	2033	tags=18%, list=10%, signal=20%	
GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL	GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL		481	0.24304165	0.9956862	0.45953003	0.8782375	1.0	3351	tags=21%, list=17%, signal=25%	
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		52	0.3222166	0.9956107	0.44235295	0.8777091	1.0	2513	tags=19%, list=13%, signal=22%	
GO_FATTY_ACYL_COA_METABOLIC_PROCESS	GO_FATTY_ACYL_COA_METABOLIC_PROCESS		37	0.3461803	0.9955061	0.44285715	0.877323	1.0	3659	tags=35%, list=19%, signal=43%	
GO_INTERLEUKIN_6_PRODUCTION	GO_INTERLEUKIN_6_PRODUCTION		133	0.27667797	0.99537593	0.43287036	0.87699646	1.0	2409	tags=17%, list=12%, signal=19%	
GO_CAMP_BINDING	GO_CAMP_BINDING		18	0.4064408	0.99532497	0.44868734	0.8763666	1.0	1788	tags=17%, list=9%, signal=18%	
GO_SLEEP	GO_SLEEP		22	0.3874701	0.9952311	0.47216037	0.8759064	1.0	953	tags=9%, list=5%, signal=10%	
GO_RECEPTOR_BIOSYNTHETIC_PROCESS	GO_RECEPTOR_BIOSYNTHETIC_PROCESS		24	0.37596697	0.9947518	0.44104803	0.8769427	1.0	378	tags=8%, list=2%, signal=8%	
GO_REGULATION_OF_PROTEIN_POLYMERIZATION	GO_REGULATION_OF_PROTEIN_POLYMERIZATION		192	0.26689976	0.9946866	0.4684466	0.87638384	1.0	3570	tags=27%, list=18%, signal=32%	
GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM	GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM		17	0.41100484	0.99467504	0.43052393	0.87562335	1.0	3351	tags=35%, list=17%, signal=43%	
GO_SPINDLE	GO_SPINDLE		333	0.25016084	0.99444807	0.45454547	0.8756357	1.0	2882	tags=18%, list=15%, signal=20%	
GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS	GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS		104	0.28892627	0.9943046	0.46943766	0.8753955	1.0	2607	tags=22%, list=13%, signal=25%	
GO_POTASSIUM_CHANNEL_COMPLEX	GO_POTASSIUM_CHANNEL_COMPLEX		57	0.31462076	0.99406016	0.4527027	0.8755711	1.0	3068	tags=19%, list=16%, signal=23%	
GO_GANGLIOSIDE_METABOLIC_PROCESS	GO_GANGLIOSIDE_METABOLIC_PROCESS		18	0.40497237	0.99388975	0.4610245	0.8754386	1.0	2443	tags=28%, list=12%, signal=32%	
GO_DISTAL_AXON	GO_DISTAL_AXON		242	0.2602765	0.993729	0.43719807	0.8752284	1.0	3280	tags=23%, list=17%, signal=27%	
GO_PHAGOSOME_MATURATION	GO_PHAGOSOME_MATURATION		41	0.3373412	0.9935796	0.4478261	0.8750242	1.0	3324	tags=29%, list=17%, signal=35%	
GO_CARBOHYDRATE_TRANSPORT	GO_CARBOHYDRATE_TRANSPORT		124	0.28229883	0.99334884	0.44498777	0.8750797	1.0	3521	tags=23%, list=18%, signal=27%	
GO_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	GO_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY		22	0.38627535	0.99306077	0.46136865	0.87533003	1.0	306	tags=9%, list=2%, signal=9%	
GO_ENDOPLASMIC_RETICULUM_LUMEN	GO_ENDOPLASMIC_RETICULUM_LUMEN		269	0.25585526	0.9919244	0.4314721	0.87872404	1.0	1558	tags=12%, list=8%, signal=12%	
GO_DEFENSE_RESPONSE_TO_VIRUS	GO_DEFENSE_RESPONSE_TO_VIRUS		207	0.26146653	0.9918978	0.44418052	0.8780165	1.0	3561	tags=26%, list=18%, signal=32%	
GO_REGULATION_OF_MEMBRANE_POTENTIAL	GO_REGULATION_OF_MEMBRANE_POTENTIAL		305	0.25022277	0.991432	0.44638404	0.87899053	1.0	3280	tags=17%, list=17%, signal=20%	
GO_RESPONSE_TO_IONIZING_RADIATION	GO_RESPONSE_TO_IONIZING_RADIATION		135	0.27769575	0.9909838	0.45	0.8799135	1.0	4496	tags=30%, list=23%, signal=38%	
GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION		318	0.2505066	0.9906333	0.47326204	0.88046867	1.0	2697	tags=19%, list=14%, signal=22%	
GO_CELLULAR_PIGMENTATION	GO_CELLULAR_PIGMENTATION		49	0.31837836	0.9906251	0.41445783	0.8797055	1.0	2940	tags=24%, list=15%, signal=29%	
GO_ALPHA_BETA_T_CELL_PROLIFERATION	GO_ALPHA_BETA_T_CELL_PROLIFERATION		32	0.35630295	0.99035037	0.47865167	0.8799361	1.0	887	tags=16%, list=5%, signal=16%	
GO_MUSCLE_CELL_PROLIFERATION	GO_MUSCLE_CELL_PROLIFERATION		168	0.2694836	0.9902024	0.4478673	0.8797069	1.0	2630	tags=21%, list=13%, signal=25%	
GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE		127	0.279843	0.9900864	0.48965517	0.8793753	1.0	2033	tags=17%, list=10%, signal=19%	
GO_TRANSLATION_INITIATION_FACTOR_BINDING	GO_TRANSLATION_INITIATION_FACTOR_BINDING		30	0.35612613	0.9900055	0.47540984	0.87886536	1.0	367	tags=10%, list=2%, signal=10%	
GO_DNA_REPLICATION_ORIGIN_BINDING	GO_DNA_REPLICATION_ORIGIN_BINDING		24	0.3683812	0.98982805	0.4636752	0.87872136	1.0	964	tags=13%, list=5%, signal=13%	
GO_REGULATION_OF_EXCRETION	GO_REGULATION_OF_EXCRETION		15	0.41842654	0.9894992	0.45194274	0.87919545	1.0	1809	tags=20%, list=9%, signal=22%	
GO_POLYOL_BIOSYNTHETIC_PROCESS	GO_POLYOL_BIOSYNTHETIC_PROCESS		66	0.30834162	0.9892828	0.46853146	0.8792077	1.0	2900	tags=15%, list=15%, signal=18%	
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY		60	0.3082034	0.9891678	0.46370023	0.8788614	1.0	931	tags=12%, list=5%, signal=12%	
GO_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING	GO_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING		27	0.36533463	0.9887763	0.44026548	0.87949204	1.0	2795	tags=22%, list=14%, signal=26%	
GO_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	GO_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH		54	0.3184958	0.9883524	0.46420324	0.8802736	1.0	2876	tags=19%, list=15%, signal=22%	
GO_ACTIN_FILAMENT_POLYMERIZATION	GO_ACTIN_FILAMENT_POLYMERIZATION		157	0.2701938	0.988059	0.4525	0.88061136	1.0	2753	tags=20%, list=14%, signal=23%	
GO_TELOMERIC_DNA_BINDING	GO_TELOMERIC_DNA_BINDING		37	0.33617324	0.98657614	0.44367817	0.8854248	1.0	3034	tags=30%, list=15%, signal=35%	
GO_MAINTENANCE_OF_LOCATION_IN_CELL	GO_MAINTENANCE_OF_LOCATION_IN_CELL		84	0.29897416	0.98634464	0.47103274	0.88557357	1.0	1288	tags=15%, list=7%, signal=16%	
GO_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY		20	0.39267558	0.98619527	0.46713614	0.8853799	1.0	3611	tags=55%, list=18%, signal=67%	
GO_PROTEIN_FOLDING_CHAPERONE	GO_PROTEIN_FOLDING_CHAPERONE		24	0.36941272	0.9859284	0.46966293	0.8855722	1.0	1913	tags=29%, list=10%, signal=32%	
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION		24	0.3717194	0.98499566	0.4801762	0.88834894	1.0	1521	tags=13%, list=8%, signal=14%	
GO_RNA_POLYMERASE_II_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	GO_RNA_POLYMERASE_II_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING		46	0.32786238	0.98499256	0.4503464	0.88757193	1.0	3082	tags=26%, list=16%, signal=31%	
GO_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY	GO_RNA_POLYMERASE_II_CTD_HEPTAPEPTIDE_REPEAT_KINASE_ACTIVITY		18	0.40887862	0.98449975	0.4649123	0.8886133	1.0	3335	tags=33%, list=17%, signal=40%	
GO_PROTEIN_HETEROOLIGOMERIZATION	GO_PROTEIN_HETEROOLIGOMERIZATION		67	0.30887803	0.9844319	0.48604652	0.888087	1.0	2844	tags=22%, list=14%, signal=26%	
GO_ENDORIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS	GO_ENDORIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS		27	0.36565894	0.98386395	0.44713655	0.8894341	1.0	2875	tags=26%, list=15%, signal=30%	
GO_SENSORY_ORGAN_MORPHOGENESIS	GO_SENSORY_ORGAN_MORPHOGENESIS		205	0.25869623	0.98382866	0.49388754	0.8887801	1.0	3630	tags=20%, list=18%, signal=24%	
GO_TBP_CLASS_PROTEIN_BINDING	GO_TBP_CLASS_PROTEIN_BINDING		21	0.3878731	0.9837953	0.44693878	0.888112	1.0	2788	tags=29%, list=14%, signal=33%	
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION		113	0.28022456	0.9832504	0.47887325	0.88943255	1.0	1840	tags=16%, list=9%, signal=17%	
GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION		258	0.2536221	0.9828266	0.49519232	0.89018327	1.0	1355	tags=10%, list=7%, signal=10%	
GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS		132	0.27468103	0.9818379	0.48284313	0.8931585	1.0	3126	tags=23%, list=16%, signal=27%	
GO_REGULATION_OF_CYTOSKELETON_ORGANIZATION	GO_REGULATION_OF_CYTOSKELETON_ORGANIZATION		473	0.23987144	0.981289	0.489418	0.89443195	1.0	2189	tags=15%, list=11%, signal=16%	
GO_CELL_MATRIX_ADHESION	GO_CELL_MATRIX_ADHESION		207	0.25616252	0.9810894	0.48477158	0.8943927	1.0	2943	tags=22%, list=15%, signal=25%	
GO_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GO_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS		82	0.29199404	0.98089045	0.46153846	0.89433134	1.0	1940	tags=20%, list=10%, signal=22%	
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT		64	0.30491662	0.9805027	0.4878587	0.89502287	1.0	3047	tags=25%, list=16%, signal=29%	
GO_CORTICAL_ACTIN_CYTOSKELETON	GO_CORTICAL_ACTIN_CYTOSKELETON		81	0.29577798	0.98040175	0.5011287	0.89463276	1.0	2431	tags=23%, list=12%, signal=27%	
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT		139	0.2718409	0.98030126	0.46958637	0.89424956	1.0	2155	tags=13%, list=11%, signal=14%	
